Country,adaptation_doc,name,subsector_name,title
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,Change in agriculture practices: development of organic fertilization (7)
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Change in agriculture practices: boost and/or stimulus of organic agriculture production, including fiscal and financial incentives (7)."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,Strengthening capacities and research: implantation of a national program for Integrated Management of Plagues (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,Strengthening capacities and research: research and development of natural biocides (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Food security,"Priority sector for adaptation: Agriculture, soils and food security (7)."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Food security,Society and legislation: strengthening of policies and strategies for food security of the country (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,Change in agriculture practices: programs for micro-irrigation on slopes (7).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Land and soil management,"Priority sector for adaptation: Agriculture, soils and food security (7)."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Land and soil management,Change in agriculture practices: modification or elimination of inappropriate agriculture burning practices (7).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Land and soil management,Change in agriculture practices: measures to fight against erosion (7).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Livestock,Changes in livestock ranching practices: changes in time of pasture (7)
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Livestock,Changes in livestock ranching practices: improve planting of pastures (7)
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Livestock,Changes in livestock ranching practices: plantation and diffusion of intensive livestock raising in stables (7).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Livestock,Changes in livestock ranching practices: limitation on the burning of paddocks for the control of mites (7).
Honduras,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,Priority sector for adaptation: Marine coastal systems (7).
Honduras,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Marine-coastal ecoystems: ""Due to the economic importance coastal-marine ecosystems represent for the country, as they constitute the main source of livelihood for indigenous and Afro-Honduran groups and other coastal communities, and their high vulnerability, it is essential to implement strategies that promote, achieve and maintain the integrity and functioning of these ecosystems"" (8)."
Honduras,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,Change in agriculture practices: plantation of “Quesungual” agroforestry systems (7)
Honduras,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster Risk Management (DRM): General,Priority sector for adaptation: Management of risks (7)
Honduras,First Nationally Determined Contribution (NDC),Energy,Renewable Energy: Hydro,Priority sector for adaptation: Infrastructure (especially hydroelectric energy) (7).
Honduras,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Strengthening capacities and research: Design and implementation of a national research program about biodiversity (8).
Honduras,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Priority sector for adaptation: Forests and biodiversity (7).
Honduras,First Nationally Determined Contribution (NDC),Health,Health: General,Priority sector for adaptation: Human health (7).
Honduras,First Nationally Determined Contribution (NDC),LULUCF/Forestry,LULUCF/Forestry: General,Priority sector for adaptation: Forests and biodiversity (7).
Honduras,First Nationally Determined Contribution (NDC),Social Development,Poverty reduction,Society and legislation: improvement of land tenure (8).
Honduras,First Nationally Determined Contribution (NDC),Social Development,Subsidies,"Change in agriculture practices: boost and/or stimulus of organic agriculture production, including fiscal and financial incentives (7)."
Honduras,First Nationally Determined Contribution (NDC),Transport,Infrastructure and roads,Priority sector for adaptation: Infrastructure (especially hydroelectric energy) (7).
Honduras,First Nationally Determined Contribution (NDC),Water,Water infrastructure,Priority sector for adaptation: Infrastructure (especially hydroelectric energy) (7).
Honduras,First Nationally Determined Contribution (NDC),Water,Water: General,Priority sector for adaptation: Water resources (7)
Honduras,Intended Nationally Determined Contribution (INDC),Agriculture,Agroforestry,National Climate Change Strategy and Agroforestry Law for Rural Development
Honduras,Intended Nationally Determined Contribution (INDC),Agriculture,Food security,National Strategy for Food security and Nutrition;| Strategies for Adaptation to Climate Change for the Agriculture Sector.
Honduras,Intended Nationally Determined Contribution (INDC),Health,Health: General,"Human health, infrastructure (specially hydropower energy)"
Honduras,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Land degradation,National Action Plan to Combat Desertification
Honduras,Updated First Nationally Determined Contribution (NDC),Agriculture,Food security,"Agrifood and Food Sovereignty, Measure 4: “Prevention and response actions to extreme events, with emphasis on drought and floods (reduction of impacts of droughts and floods in the sector, food security through sustainable agri-food production).” (p. 45) "
Honduras,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"“This year 2021, Honduras will present its first Adaptation Communication that has been developed within the works of updating this NDC and is the knowledge base for this section.” (p. 41)"
Honduras,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"“In 2022, Honduras will have completed the process of preparing the National Adaptation Program (NAPA), in order to operationalize the NAP, in line with the measures identified in this NDC.” (p. 42) "
Honduras,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Agrifood and Food Sovereignty, Measure 3: “Strengthening of human capacities of the agri-food sector for adaptation (capacity building, adaptation capacities of productive systems to the impacts of climate change, efficient water use technologies).” (p. 45) "
Honduras,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Agrifood and Food Sovereignty, Measure 5: “Innovation, research, technology and agriculture adapted to the climate (inter-learning for air conditioning measures, good practices for sustainable agriculture adapted to the climate, National Agroclimatic Observatory).” (p. 45) "
Honduras,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Infrastructure and Socioeconomic Development, Overall 1: “In 2023, the Infrastructure Sector Adaptation Strategy will have been drawn up and the adaptation component will have been incorporated into the designs of new road structures.” (p. 45) "
